signal_index,file_name,free_text_sensory,free_text_emotional,free_text_association
94,2410171514167.json,This sensation was a little resistive and fuzzy.,This sensation feels neutral .,This sensation is very similar to a person snoring
94,2410161816167.json,"THERE IS A FAINT SENSATION, BEFORE IT PAUSES, FOLLOWED BY A FULLER VIBRATION",IT MAKES ME FEEL ANNOYED,IT REMINDS ME OF A BUILDING FALLING DOWN DURING AN EARTHQUAKE
94,2410161701167.json, The sensation is like different strength of buzzes with regular interval that is hard to distinguish,This sensation feels like secrecy and very informative,This sensation reminds me of morse code being used in films
94,2410171826167.json,I would desribe the sensation to someone else as sporadic vibrations,It makes me feel discomfort and difficult,This vibration reminds me of someone whispering in your ear.
94,2410181604167.json,This sensation is like a sudden scratching like vibration.,This sensation makes me feel uneasy.,This sensation reminds me of animals scratching their claws on surfaces.
94,2410181500167.json,It feels like a pattern on exhaling and inhaling. With shorter vibrations for inhaling and longer vibrations for exhaling.,It gives a calming and soothing feeling.,It is very similar to a human breathing pattern (Long breathes)
94,2410181706167.json,This sensation has a longer beat followed by a pause,This sensation makes me feel comforted,this sensation reminds me of a washing machine cycle 
95,2410111205167.json,This sensation is a rhytimic bumpy vibration	,This makes me feel neutral	,This sensation reminds me of the time when we fill water from a fully files water tank 
95,2410161555167.json,This sensation had two soft beats with a pause followed by same two soft beats,This sensation made me feel calming and happy,This sensation reminded me of old scooters which did not start easily and the vibrations while accelerating felt same
95,2410171701167.json,The sensation is like repeating pattern of knocking two times.,N.A.,The sensation reminded me of knocking on the door.
95,2410171514167.json,This sensation is bumpy and muddy.,This sensation feels reassuring.,This sensation reminds me of an epillator.
95,2410161816167.json,IT IS A VERY SMOOTH FEELING IN THE HAND AND PULSES TWICE,IT MAKES ME FEEL LIKE ACTIVE,IT REMINDS ME OF OXYGEN BUBBLES WHEN YOU GO UNDERWATER
95,2410161701167.json,"The sensation is sharp, with medium strength with perfect, regular intervals",This sensation feels soothing and relaxing like bein near to a loved ones. It has calming effect with a sense of belongingness.,This sensation reminds me of a heartbeat or a visualization of a heartbeat on a hospital screen
95,2410171826167.json,i would describe this vibration to someone else as three short vibrations that are put together,It makes me feel good and enjoyable,This sensation reminds me of heart beats
95,2410181604167.json,This sensation is like the heart beat.,This sensation makes me feel neutral.,This sensation reminds me of the heart beat.
95,2410181500167.json,The sensation is like a alarm in vibration form. It is steady and follows a repeating pattern.,It feels attentive and panicky.,It feels a telephone ringing but in vibration form.
95,2410181706167.json,this sensation has 2 fast paced continuous beats,This sensation makes me feel nervous,This sensation reminds me of the human pulse
96,2410111205167.json,This sensation is a mixture of bumby and weak signals together,This sensation makes me feel neutral	,N.A.
96,2410161555167.json,This sensation is very mild with small continuous vibrations and two beats in between,This sensation made me feel neutral,This sensation reminded me of a smoothly running cycle
96,2410171701167.json,N.A.,The sensation feels unpleasant.,The sensation reminded me of sewing maching.
96,2410171514167.json,This sensation is frictional and prickly.,This sensation is unpleasent and annoying.,This sensation reminds me of the feeling of being present in a car moving at a high speed
96,2410161816167.json,IT FEELS VERY INTENSE AND CONTINUOUS,IT FEELS VERY UNCOMFORTABLE AND WEIRD,THIS REMINDS ME OF A HELICOPTER
96,2410161701167.json,The sensation is short and quick with regular intervals,This sensation feels exciting and amusing,It feels like shooting a gun in a video game
96,2410171826167.json,I would describe this sensation to someone else as repetitive vibrations that are miliseconds away from each other,It makes me feel funny,The vibrations reminds of stomach growling when you are hungry
96,2410181604167.json,This sensation is like the sound of multiple birds flapping their wings all at once.,This sensation makes me feel energetic.,This sensation reminds me of birds flapping their wings.
96,2410181500167.json,The sensation is very faint and hard to describe. It feels like driving on a uneven and coarse road.	,It feels irritating and slightly uncomfortable.,It feels like driving on a dirt and rocky road.
96,2410181706167.json,This sensation is of very less intensity with short continuous beats,This sensation makes me feel neutral,it reminds me of filling a water bottle when it has almost reached its brim
97,2410111205167.json,This sensation is periodic vibration which is familiar to all,This sensation makes me feel neutral	,It reminds me when my mobile alarm rings and my mobile is kept on the mattress
97,2410161555167.json,This sensation is like a smooth vibrations continuously and two harsh beats at the end,This sensation made me feel thrilling,This sensation reminded me a the rocks rolling down the hill or mountain
97,2410171701167.json,The sensation is rough pattern of vibrations with low to high frequency.,The sensation mead me feel fuzzy. ,N.A. 
97,2410171514167.json,This sensation is like a vell lubricated machine and smooth.,This sensation feels intense and enjoyable.,This sensation reminds me of a gokart.
97,2410161816167.json,IT IS A CONTINUOUS SIGNAL WITH A GRATING SENSATION PERIODICALLY,IT MAKES ME FEEL VERY NERVOUS AND ANXIOUS,THIS FEELS SIMILAR TO THE HANDLE OF A LAWNMOWER
97,2410161701167.json,The sensation is very irregular with no definite pattern,The sensation feels fuzzy,N/A
97,2410171826167.json,I would describe this sensation to someone else as low and long vibrations with shorter vibrations at the same time,This vibration makes me feel chaotic,It reminds me of chatter in a classroom
